WKT,id,photoURL,lat,long,rubbishRunID,userName,rubbishType,city,totalNumberOfItemsTagged,datetime,date,Mile,dist_m,Morphology,Brand,Survey Type,Data Cleaning Notes
"POINT (-117.1964593 34.3433605)",vY4CIlrHzo0HsJMmySb1,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FvY4CIlrHzo0HsJMmySb1.jpg?alt=media&token=746b3db8-71a9-4b3c-99f1-93a202612972,34.3433605,-117.1964593,9nbPdFcfW83ceaK1Xtqj,notracetrails,paper,Apple Valley,1.0,2023-04-24T21:24:38.582164Z,4/24/2023,310.0,100.9951504,Receipt,,,
"POINT (-117.1958162 34.3441468)",eBVfcG4nn8tYWiRDt2OI,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FeBVfcG4nn8tYWiRDt2OI.jpg?alt=media&token=0aa4bc8b-986a-4729-9909-3ebcff1c0271,34.3441468,-117.1958162,9nbPdFcfW83ceaK1Xtqj,notracetrails,sanitary waste,Apple Valley,1.0,2023-04-24T21:20:43.581325Z,4/24/2023,310.0,68.89496858,Wipes,,,
"POINT (-117.1958523 34.3441271)",sFho2wXQ8fYJy9WyCgk9,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FsFho2wXQ8fYJy9WyCgk9.jpg?alt=media&token=bd97534f-1628-4288-b3a2-47547a4925f8,34.3441271,-117.1958523,9nbPdFcfW83ceaK1Xtqj,notracetrails,sanitary waste,Apple Valley,1.0,2023-04-24T21:20:15.077213Z,4/24/2023,310.0,68.98178788,Wipes,,,
"POINT (-117.1957302 34.3441509)",MwjlO7yCypbLLOw7NIuH,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FMwjlO7yCypbLLOw7NIuH.jpg?alt=media&token=4e2065d3-b1dd-48c5-9b19-fe4960d9d5f6,34.3441509,-117.1957302,9nbPdFcfW83ceaK1Xtqj,notracetrails,food,Apple Valley,1.0,2023-04-24T21:19:46.618470Z,4/24/2023,310.0,65.35011944,Pistachios,,,
"POINT (-117.1957505 34.34416156)",fsBtleY1wrUD067vQ818,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FfsBtleY1wrUD067vQ818.jpg?alt=media&token=e971bb9d-157a-47ed-a792-a096dbda3a5a,34.34416156,-117.1957505,9nbPdFcfW83ceaK1Xtqj,notracetrails,food,Apple Valley,1.0,2023-04-24T21:19:35.174875Z,4/24/2023,310.0,67.25976833,,,,
"POINT (-117.1957505 34.3441616)",qji08sBKkpKWkdJhFIqx,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fqji08sBKkpKWkdJhFIqx.jpg?alt=media&token=93d8785b-a436-4958-a003-4e3f1e597f51,34.3441616,-117.1957505,9nbPdFcfW83ceaK1Xtqj,notracetrails,food,Apple Valley,1.0,2023-04-24T21:19:25.328728Z,4/24/2023,310.0,67.25976833,Pistachios,,,
"POINT (-117.1957401 34.3441536)",oc86CzFebAZ8pYjLEP6F,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Foc86CzFebAZ8pYjLEP6F.jpg?alt=media&token=8479540e-aa4b-4629-9f85-672ce87d421e,34.3441536,-117.1957401,9nbPdFcfW83ceaK1Xtqj,notracetrails,food,Apple Valley,1.0,2023-04-24T21:19:17.288663Z,4/24/2023,310.0,66.02878629,Pistachios,,,
"POINT (-117.195769 34.34416208)",qsjNxhzc499hbH1Df9jt,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FqsjNxhzc499hbH1Df9jt.jpg?alt=media&token=5c71d6d5-77a8-4068-9429-1b53c04ea6f4,34.34416208,-117.195769,9nbPdFcfW83ceaK1Xtqj,notracetrails,food,Apple Valley,1.0,2023-04-24T21:19:08.182712Z,4/24/2023,310.0,68.12073081,,,,
"POINT (-117.1957635 34.3441529)",YBcsBfi2hErAQcJydBW9,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FYBcsBfi2hErAQcJydBW9.jpg?alt=media&token=685e2af4-64f1-412e-8c74-9e76642e2a20,34.3441529,-117.1957635,9nbPdFcfW83ceaK1Xtqj,notracetrails,food,Apple Valley,1.0,2023-04-24T21:18:43.194734Z,4/24/2023,310.0,66.98102654,Pistachios,,,
"POINT (-117.1957766 34.3441607)",1IGVtDDCgUMsxwHZYMdn,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F1IGVtDDCgUMsxwHZYMdn.jpg?alt=media&token=0eb4de2f-909f-46c2-9d62-f55a04f7ec87,34.3441607,-117.1957766,9nbPdFcfW83ceaK1Xtqj,notracetrails,food,Apple Valley,1.0,2023-04-24T21:18:35.594207Z,4/24/2023,310.0,68.33273929,Pistachios,,,
"POINT (-117.1958137 34.3441427)",3v1ymxeNNHKeoduZyNUe,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F3v1ymxeNNHKeoduZyNUe.jpg?alt=media&token=9cbedcbf-93a1-4d1b-beb9-73be763d5e5b,34.3441427,-117.1958137,9nbPdFcfW83ceaK1Xtqj,notracetrails,food,Apple Valley,1.0,2023-04-24T21:18:07.892337Z,4/24/2023,310.0,68.39209152,Pistachios,,,
"POINT (-117.1958011 34.3441689)",Ybrx8tbmFUgkMDi0MPvd,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FYbrx8tbmFUgkMDi0MPvd.jpg?alt=media&token=b10071eb-39db-45b1-9e8c-8f4b7aa64257,34.3441689,-117.1958011,9nbPdFcfW83ceaK1Xtqj,notracetrails,tobacco,Apple Valley,1.0,2023-04-24T21:17:46.027419Z,4/24/2023,310.0,70.25353158,Cigarette Butt,,,
"POINT (-117.1957317 34.3441622)",1dMwOfk9Flg1PyGFJOBG,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F1dMwOfk9Flg1PyGFJOBG.jpg?alt=media&token=34e488b4-3bbf-49d0-84ce-c7c2fbf8ee22,34.3441622,-117.1957317,9nbPdFcfW83ceaK1Xtqj,notracetrails,sanitary waste,Apple Valley,1.0,2023-04-24T21:17:25.002274Z,4/24/2023,310.0,66.52906461,Toilet Paper,,,
"POINT (-117.1289522 34.2892457)",kGoPfXwKi5O4NlSjt2Cd,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FkGoPfXwKi5O4NlSjt2Cd.jpg?alt=media&token=285a7b63-b61d-4dbe-b933-012cabca0793,34.2892457,-117.1289522,V44VQB6EIElEFi7zHjwZ,notracetrails,hard plastic,Lake Arrowhead,1.0,2023-04-24T15:07:39.241021Z,4/24/2023,300.0,11.66773226,Fragment,,,
"POINT (-117.0342969 34.28090213)",ydeTddvnUvD4OBZJKLhN,StreetRubbishPhotos/ydeTddvnUvD4OBZJKLhN.jpg,34.28090213,-117.0342969,PadFJjazgO6LbCZiyMXQ,macygustavus,plastic foam,Green Valley Lake,1.0,2023-04-23T18:49:44.733945Z,4/23/2023,290.0,370.3686437,,,,
"POINT (-117.0340805 34.2811007)",Igw2kCOT45NuEZKQJ5uv,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FIgw2kCOT45NuEZKQJ5uv.jpg?alt=media&token=b4fa7803-5c54-4107-b094-33a717f374a7,34.2811007,-117.0340805,PadFJjazgO6LbCZiyMXQ,macygustavus,soft plastic,Green Valley Lake,1.0,2023-04-23T18:48:42.263491Z,4/23/2023,290.0,348.352349,Fragment,,,
"POINT (-117.0336444 34.2812332)",J9wvOY4mgp6Qx6gSbZkl,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FJ9wvOY4mgp6Qx6gSbZkl.jpg?alt=media&token=629a071f-86cf-4232-a070-b6577b545f05,34.2812332,-117.0336444,PadFJjazgO6LbCZiyMXQ,macygustavus,soft plastic,Lucerne Valley,1.0,2023-04-23T18:45:30.985024Z,4/23/2023,290.0,307.533441,Fragment,,,
"POINT (-117.0336396 34.2811816)",upnLJquGNRq8AYkegTgX,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FupnLJquGNRq8AYkegTgX.jpg?alt=media&token=a1353982-d444-48e5-b126-e5a09ec87d9d,34.2811816,-117.0336396,PadFJjazgO6LbCZiyMXQ,macygustavus,hard plastic,Lucerne Valley,1.0,2023-04-23T18:45:10.396410Z,4/23/2023,290.0,307.353322,Other,,,
"POINT (-117.03111 34.2811227)",L7RgogCaHTkKXu1qgVdM,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FL7RgogCaHTkKXu1qgVdM.jpg?alt=media&token=6722edaf-0de7-4c55-8781-a8d5bccaa60c,34.2811227,-117.03111,PadFJjazgO6LbCZiyMXQ,macygustavus,plastic rubber,Lucerne Valley,1.0,2023-04-23T18:36:57.918391Z,4/23/2023,290.0,77.98162081,Cap,,,
"POINT (-117.0310881 34.2811664)",u0LytLu2LXnuPeMw2hHK,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fu0LytLu2LXnuPeMw2hHK.jpg?alt=media&token=d14d2bcd-feff-47dd-8f24-9b4360df0a9a,34.2811664,-117.0310881,PadFJjazgO6LbCZiyMXQ,macygustavus,soft plastic,Lucerne Valley,1.0,2023-04-23T18:36:25.467001Z,4/23/2023,290.0,74.73422591,Fragment,,,
"POINT (-117.030579 34.2816236)",DX2KvUBV8RGo5qAgqkvA,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FDX2KvUBV8RGo5qAgqkvA.jpg?alt=media&token=4d22e7cc-d14c-47ed-b8d5-783d87b0721e,34.2816236,-117.030579,PadFJjazgO6LbCZiyMXQ,macygustavus,metal,Lucerne Valley,1.0,2023-04-23T18:34:44.964751Z,4/23/2023,290.0,41.54511043,Wire,,,
"POINT (-116.9370327 34.2926944)",7ka77vzlWFNHRvPd9Hlo,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F7ka77vzlWFNHRvPd9Hlo.jpg?alt=media&token=2e32d79f-64cc-4486-92c8-86aff91926ac,34.2926944,-116.9370327,QM2cex7HnSbUuEyhjvYy,notracetrails,metal,Big Bear City,1.0,2023-04-23T14:02:13.827979Z,4/23/2023,280.0,651.3620068,Fragment,,,
"POINT (-116.9368957 34.2917543)",tOH8EySbO1B1XdJWwh5y,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FtOH8EySbO1B1XdJWwh5y.jpg?alt=media&token=07560a2e-fac8-470f-83de-cd6108912a60,34.2917543,-116.9368957,QM2cex7HnSbUuEyhjvYy,notracetrails,soft plastic,Big Bear City,1.0,2023-04-23T13:59:21.680278Z,4/23/2023,280.0,569.3049282,Fragment,,,
"POINT (-116.7123679 34.1732947)",AC03AxGPhekcJEtUYhZa,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FAC03AxGPhekcJEtUYhZa.jpg?alt=media&token=31739dab-cec9-49bd-ae08-0371b0505eef,34.1732947,-116.7123679,1CFUUmzq0IC6LpV2gxxN,macygustavus,plastic rubber,Big Bear City,1.0,2023-04-20T15:19:08.677432Z,4/20/2023,250.0,265.6178029,Fragment,,,
"POINT (-116.7600029 34.1288928)",GPwz6QZQ27uwUYRSbMMG,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FGPwz6QZQ27uwUYRSbMMG.jpg?alt=media&token=744a0290-24e4-4808-b97d-4f3477e7243a,34.1288928,-116.7600029,UNn27BbCKjTctpaPSywb,macygustavus,metal,Angelus Oaks,1.0,2023-04-19T19:21:08.404323Z,4/19/2023,240.0,311.1216538,Food Wrapper,Sapporo Ichiban,,
"POINT (-116.7594711 34.1279063)",v6XCH9Dm25dFn8i8UWQs,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fv6XCH9Dm25dFn8i8UWQs.jpg?alt=media&token=34734cec-0329-4342-8761-872fdac3636b,34.1279063,-116.7594711,UNn27BbCKjTctpaPSywb,macygustavus,sanitary waste,Angelus Oaks,1.0,2023-04-19T19:15:59.464392Z,4/19/2023,240.0,200.1927736,Toilet Paper,,,
"POINT (-116.7594404 34.1261048)",hkEMHJwvysA4iqTEPQpA,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FhkEMHJwvysA4iqTEPQpA.jpg?alt=media&token=6c8dd4c8-0f6e-4c2d-8744-37684a552674,34.1261048,-116.7594404,UNn27BbCKjTctpaPSywb,macygustavus,soft plastic,Angelus Oaks,1.0,2023-04-19T19:10:49.666550Z,4/19/2023,240.0,18.2072162,Package End,,,
"POINT (-116.7593888 34.1260851)",jC6tCqSGPn8FTpjwO9CK,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FjC6tCqSGPn8FTpjwO9CK.jpg?alt=media&token=398c58fd-bb65-41c7-b72c-eb7175e15c16,34.1260851,-116.7593888,UNn27BbCKjTctpaPSywb,macygustavus,plastic rubber,Angelus Oaks,1.0,2023-04-19T19:10:05.901424Z,4/19/2023,240.0,23.12990653,Fragment,,,
"POINT (-116.6695954 34.0142738)",jLJbW3k5kQ4fltWXqmqc,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FjLJbW3k5kQ4fltWXqmqc.jpg?alt=media&token=c5d0ee8c-137e-4170-970b-39f3da6d89c7,34.0142738,-116.6695954,HszF99osdvRsANFrlZk2,macygustavus,plastic rubber,Whitewater,1.0,2023-04-18T16:41:15.312168Z,4/18/2023,220.0,530.5120727,Other,,,Duplicate?
"POINT (-116.6695931 34.0142347)",2JmmGvAZ1wErMP1IrFvo,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F2JmmGvAZ1wErMP1IrFvo.jpg?alt=media&token=7d1769a6-c679-42d0-8a93-7650f2e6dbad,34.0142347,-116.6695931,HszF99osdvRsANFrlZk2,macygustavus,plastic rubber,Whitewater,1.0,2023-04-18T16:40:54.259499Z,4/18/2023,220.0,526.4489277,Other,,,
"POINT (-116.6715158 34.0104475)",PYQPfjXPM4m1AnwGoAN0,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FPYQPfjXPM4m1AnwGoAN0.jpg?alt=media&token=af8e9872-953c-43c1-a25b-696ef74f4e38,34.0104475,-116.6715158,HszF99osdvRsANFrlZk2,macygustavus,soft plastic,Whitewater,1.0,2023-04-18T16:12:56.052008Z,4/18/2023,220.0,79.7594914,Fragment,,,
"POINT (-116.701992 33.936966)",C3OXzjXRtAQ7zevCT6Aj,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FC3OXzjXRtAQ7zevCT6Aj.jpg?alt=media&token=ac766dd5-a974-44b1-ac33-86d368c6c4e5,33.936966,-116.701992,7O9pBvnZ6frFAv3Tn5uB,macygustavus,hard plastic,White Water,1.0,2023-04-17T20:22:17.821860Z,4/17/2023,210.0,807.6281521,Fragment,,,
"POINT (-116.7021263 33.9364402)",6GPiiz2evMfaoZq8ejlb,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F6GPiiz2evMfaoZq8ejlb.jpg?alt=media&token=f87575ed-5cc4-467d-bfee-7ea3b9cbd5c1,33.9364402,-116.7021263,7O9pBvnZ6frFAv3Tn5uB,macygustavus,soft plastic,White Water,1.0,2023-04-17T20:20:53.609227Z,4/17/2023,210.0,765.9235148,Fragment,,,
"POINT (-116.7022005 33.9363003)",yc0K03KeZEtECX8o9374,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fyc0K03KeZEtECX8o9374.jpg?alt=media&token=b181ef33-e91b-431e-86b4-15ec72b621ff,33.9363003,-116.7022005,7O9pBvnZ6frFAv3Tn5uB,macygustavus,cloth,White Water,1.0,2023-04-17T20:20:09.439816Z,4/17/2023,210.0,757.3505628,Fragment,,,
"POINT (-116.7021415 33.9361727)",zijOxmyiKb76zdpsbvhZ,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FzijOxmyiKb76zdpsbvhZ.jpg?alt=media&token=414017e3-c684-4afd-8494-2660f4d43116,33.9361727,-116.7021415,7O9pBvnZ6frFAv3Tn5uB,macygustavus,otherLitter,White Water,1.0,2023-04-17T20:19:23.186371Z,4/17/2023,210.0,742.7117329,Fragment,,,
"POINT (-116.7018158 33.935397)",vnNeHduUeHRpBoWG0hYd,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FvnNeHduUeHRpBoWG0hYd.jpg?alt=media&token=c0fb444b-2e25-4d22-9710-59a5f92275c9,33.935397,-116.7018158,7O9pBvnZ6frFAv3Tn5uB,macygustavus,glass,White Water,1.0,2023-04-17T20:17:28.628901Z,4/17/2023,210.0,656.2241836,Fragment,,,
"POINT (-116.7018149 33.935398)",pYjdS6CK3VUlncf2n5P2,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FpYjdS6CK3VUlncf2n5P2.jpg?alt=media&token=4a4efee8-adc3-43c0-9dc5-2d9ee8704b74,33.935398,-116.7018149,7O9pBvnZ6frFAv3Tn5uB,macygustavus,glass,White Water,1.0,2023-04-17T20:17:13.117804Z,4/17/2023,210.0,656.2599704,Fragment,,,
"POINT (-116.7018226 33.93539638)",rmv9m1aQBIudX5PppLly,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Frmv9m1aQBIudX5PppLly.jpg?alt=media&token=bceed3fb-43e4-46aa-ac3f-f596ca8d3656,33.93539638,-116.7018226,7O9pBvnZ6frFAv3Tn5uB,macygustavus,glass,White Water,1.0,2023-04-17T20:17:00.754128Z,4/17/2023,210.0,656.5675559,,,,
"POINT (-116.7018226 33.9353964)",d0saL0iY4qgqkDhCxUcK,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fd0saL0iY4qgqkDhCxUcK.jpg?alt=media&token=9e0f3945-a033-4898-a720-c807a564b2bf,33.9353964,-116.7018226,7O9pBvnZ6frFAv3Tn5uB,macygustavus,glass,White Water,1.0,2023-04-17T20:16:52.030252Z,4/17/2023,210.0,656.5675559,Fragment,,,
"POINT (-116.7018146 33.9354032)",YamEpD92J6DUty5amO4d,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FYamEpD92J6DUty5amO4d.jpg?alt=media&token=7d38ae50-637a-4e50-8cde-0126e0a98bc0,33.9354032,-116.7018146,7O9pBvnZ6frFAv3Tn5uB,macygustavus,glass,White Water,1.0,2023-04-17T20:16:32.596741Z,4/17/2023,210.0,656.6877349,Fragment,,,
"POINT (-116.7017551 33.935327)",S5em2hji49JuFNyqtjXt,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FS5em2hji49JuFNyqtjXt.jpg?alt=media&token=f8b7f40c-7986-4057-9d52-22e5a845f590,33.935327,-116.7017551,7O9pBvnZ6frFAv3Tn5uB,macygustavus,hard plastic,White Water,1.0,2023-04-17T20:16:14.272919Z,4/17/2023,210.0,646.6477789,Fragment,,,
"POINT (-116.7012112 33.9348067)",ASkHPYsYC34QpttrGKca,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FASkHPYsYC34QpttrGKca.jpg?alt=media&token=b1f55238-782d-41c3-ade2-0f7f96f277ae,33.9348067,-116.7012112,7O9pBvnZ6frFAv3Tn5uB,macygustavus,cloth,White Water,1.0,2023-04-17T20:14:54.956771Z,4/17/2023,210.0,570.1069204,Fragment,,,
"POINT (-116.7011271 33.9346776)",Rkatm2l97brCH3Inp8x6,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FRkatm2l97brCH3Inp8x6.jpg?alt=media&token=f193c5e4-4950-487a-aa0a-3340414db450,33.9346776,-116.7011271,7O9pBvnZ6frFAv3Tn5uB,macygustavus,hard plastic,White Water,1.0,2023-04-17T20:13:49.301664Z,4/17/2023,210.0,554.0755437,Fragment,,,
"POINT (-116.6994365 33.9329109)",Xcy02vtzDa3ceJdKnaZN,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FXcy02vtzDa3ceJdKnaZN.jpg?alt=media&token=f455fed3-2ea1-41b8-9658-2aca9ba6ac9e,33.9329109,-116.6994365,7O9pBvnZ6frFAv3Tn5uB,macygustavus,plastic rubber,White Water,1.0,2023-04-17T20:09:40.348640Z,4/17/2023,210.0,303.2982518,Fragment,,,
"POINT (-116.6994204 33.9328126)",KMWtxGLipVg41psdIznN,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FKMWtxGLipVg41psdIznN.jpg?alt=media&token=f7cca86c-fa98-4311-bc24-f64f46474506,33.9328126,-116.6994204,7O9pBvnZ6frFAv3Tn5uB,macygustavus,plastic rubber,White Water,1.0,2023-04-17T20:09:20.889514Z,4/17/2023,210.0,294.0326297,,,,
"POINT (-116.6994204 33.9328126)",gGV2GMOqM1gbAQugBo4r,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FgGV2GMOqM1gbAQugBo4r.jpg?alt=media&token=84711800-7a9c-4a5c-b937-ce2669bcaf07,33.9328126,-116.6994204,7O9pBvnZ6frFAv3Tn5uB,macygustavus,plastic rubber,White Water,1.0,2023-04-17T20:09:13.629748Z,4/17/2023,210.0,294.0326297,Fragment,,,
"POINT (-116.6994165 33.932804)",2ih2AZdmU8QUIq1JgKo6,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F2ih2AZdmU8QUIq1JgKo6.jpg?alt=media&token=ea97d658-6799-433e-9af4-c386d3c5e440,33.932804,-116.6994165,7O9pBvnZ6frFAv3Tn5uB,macygustavus,plastic rubber,White Water,1.0,2023-04-17T20:09:07.914793Z,4/17/2023,210.0,293.0773838,Fragment,,,
"POINT (-116.6994109 33.9327955)",pyTvXFJWfJAIsoTHrJmE,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FpyTvXFJWfJAIsoTHrJmE.jpg?alt=media&token=44c6194d-1cb9-493e-a70e-11b342031aa3,33.9327955,-116.6994109,7O9pBvnZ6frFAv3Tn5uB,macygustavus,plastic rubber,White Water,1.0,2023-04-17T20:09:01.241500Z,4/17/2023,210.0,292.0271439,Fragment,,,
"POINT (-116.6994131 33.93280583)",O6JKR3qsGexOwhLmRZJL,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FO6JKR3qsGexOwhLmRZJL.jpg?alt=media&token=ad73ccb1-07c0-45b7-a54c-689df93bb748,33.93280583,-116.6994131,7O9pBvnZ6frFAv3Tn5uB,macygustavus,plastic rubber,White Water,1.0,2023-04-17T20:08:54.549398Z,4/17/2023,210.0,293.0272698,,,,
"POINT (-116.6994131 33.9328058)",YLME0cOOBiOAz8SbGYcY,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FYLME0cOOBiOAz8SbGYcY.jpg?alt=media&token=b161ccca-7695-4d49-94c3-ce8d508ffddf,33.9328058,-116.6994131,7O9pBvnZ6frFAv3Tn5uB,macygustavus,plastic rubber,White Water,1.0,2023-04-17T20:08:45.015373Z,4/17/2023,210.0,293.0272698,Fragment,,,
"POINT (-116.6993989 33.932804)",p9rWc0PQ9HbIgEsqFWTc,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fp9rWc0PQ9HbIgEsqFWTc.jpg?alt=media&token=4d826289-55c9-43c9-8e7c-5949462a7c33,33.932804,-116.6993989,7O9pBvnZ6frFAv3Tn5uB,macygustavus,plastic rubber,White Water,1.0,2023-04-17T20:08:37.100296Z,4/17/2023,210.0,292.0074547,Fragment,,,
"POINT (-116.6993956 33.9327921)",PyB5AO2D1Ns2hniD8B4H,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FPyB5AO2D1Ns2hniD8B4H.jpg?alt=media&token=1f7058ba-4773-43bb-8d99-d2813446a180,33.9327921,-116.6993956,7O9pBvnZ6frFAv3Tn5uB,macygustavus,plastic rubber,White Water,1.0,2023-04-17T20:08:30.315015Z,4/17/2023,210.0,290.8160424,Fragment,,,
"POINT (-116.6993857 33.9328192)",NY2nkf0sBJK373cjPhvH,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FNY2nkf0sBJK373cjPhvH.jpg?alt=media&token=06f004e2-1da5-4ff8-ad89-b99552cb085a,33.9328192,-116.6993857,7O9pBvnZ6frFAv3Tn5uB,macygustavus,plastic rubber,White Water,1.0,2023-04-17T20:08:18.358944Z,4/17/2023,210.0,292.4894905,Fragment,,,
"POINT (-116.6991129 33.9325369)",Rcwdb1EslQMIndhHdteX,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FRcwdb1EslQMIndhHdteX.jpg?alt=media&token=9cd8793d-9b30-40e6-b0da-6ca82f4789c8,33.9325369,-116.6991129,7O9pBvnZ6frFAv3Tn5uB,macygustavus,tobacco,White Water,1.0,2023-04-17T20:07:20.219534Z,4/17/2023,210.0,252.2845303,Cigarette Butt,Marlboro,,
"POINT (-116.6985689 33.9321962)",angIwGzhWikEPl1XAwW8,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FangIwGzhWikEPl1XAwW8.jpg?alt=media&token=53c876ec-a893-4b08-93c7-8cdabe24eabc,33.9321962,-116.6985689,7O9pBvnZ6frFAv3Tn5uB,macygustavus,plastic rubber,White Water,1.0,2023-04-17T20:05:30.503262Z,4/17/2023,210.0,191.217856,Hair Tie,,,
